2021-11-20 20:47:27.6403447 +0500 PKT m=+24.014885801, 127.0.0.1:8028, balance = 0 
2021-11-20 20:50:18.0624688 +0500 PKT m=+194.437009701, 127.0.0.1:8042, balance = 20 
2021-11-20 20:50:18.0624713 +0500 PKT m=+194.437012201, 127.0.0.1:8032, balance = 20 
2021-11-20 20:50:18.0624734 +0500 PKT m=+194.437014401, 127.0.0.1:8028, balance = 40 
2021-11-20 20:50:18.0624752 +0500 PKT m=+194.437016201, 127.0.0.1:8012, balance = 20 
2021-11-20 20:50:18.0624881 +0500 PKT m=+194.437029101, 127.0.0.1:8026, balance = 30 
2021-11-20 20:50:18.06249 +0500 PKT m=+194.437030901, 127.0.0.1:8004, balance = 20 
2021-11-20 20:50:18.0624924 +0500 PKT m=+194.437033301, 127.0.0.1:8040, balance = 40 
2021-11-20 20:50:18.0625092 +0500 PKT m=+194.437050101, 127.0.0.1:8020, balance = 0 
2021-11-20 20:50:18.0625145 +0500 PKT m=+194.437055401, 127.0.0.1:8036, balance = 30 
2021-11-20 20:50:18.0625164 +0500 PKT m=+194.437057301, 127.0.0.1:8017, balance = 30 
2021-11-20 20:50:18.0625177 +0500 PKT m=+194.437058601, 127.0.0.1:8018, balance = 10 
2021-11-20 20:50:18.0625195 +0500 PKT m=+194.437060401, 127.0.0.1:8047, balance = 50 
2021-11-20 20:50:18.0625243 +0500 PKT m=+194.437065201, 127.0.0.1:8013, balance = 20 
2021-11-20 20:50:18.062527 +0500 PKT m=+194.437067901, 127.0.0.1:8008, balance = 30 
2021-11-20 20:50:18.0625285 +0500 PKT m=+194.437069401, 127.0.0.1:8022, balance = 30 
2021-11-20 20:50:18.0625304 +0500 PKT m=+194.437071401, 127.0.0.1:8050, balance = 0 
2021-11-20 20:50:18.0625317 +0500 PKT m=+194.437072601, 127.0.0.1:8023, balance = 20 
2021-11-20 20:50:18.0625354 +0500 PKT m=+194.437076301, 127.0.0.1:8016, balance = 20 
2021-11-20 20:50:18.0625374 +0500 PKT m=+194.437078301, 127.0.0.1:8045, balance = 20 
2021-11-20 20:50:18.06254 +0500 PKT m=+194.437081001, 127.0.0.1:8031, balance = 40 
2021-11-20 20:50:18.0625419 +0500 PKT m=+194.437082901, 127.0.0.1:8009, balance = 20 
2021-11-20 20:50:18.0625442 +0500 PKT m=+194.437085201, 127.0.0.1:8034, balance = 30 
2021-11-20 20:50:18.0625464 +0500 PKT m=+194.437087301, 127.0.0.1:8000, balance = 30 
2021-11-20 20:50:18.0625478 +0500 PKT m=+194.437088801, 127.0.0.1:8015, balance = 10 
2021-11-20 20:50:18.0625498 +0500 PKT m=+194.437090801, 127.0.0.1:8048, balance = 10 
2021-11-20 20:50:18.0625511 +0500 PKT m=+194.437092001, 127.0.0.1:8021, balance = 50 
2021-11-20 20:50:18.0625531 +0500 PKT m=+194.437094101, 127.0.0.1:8005, balance = 20 
2021-11-20 20:50:18.0625545 +0500 PKT m=+194.437095401, 127.0.0.1:8014, balance = 0 
2021-11-20 20:50:18.0625564 +0500 PKT m=+194.437097301, 127.0.0.1:8006, balance = 30 
2021-11-20 20:50:18.0625595 +0500 PKT m=+194.437100401, 127.0.0.1:8025, balance = 40 
2021-11-20 20:50:18.0625615 +0500 PKT m=+194.437102501, 127.0.0.1:8001, balance = 30 
2021-11-20 20:50:18.062563 +0500 PKT m=+194.437103901, 127.0.0.1:8010, balance = 20 
2021-11-20 20:50:18.0625763 +0500 PKT m=+194.437117201, 127.0.0.1:8002, balance = 10 
2021-11-20 20:50:18.0625781 +0500 PKT m=+194.437119101, 127.0.0.1:8011, balance = 20 
2021-11-20 20:50:18.0625823 +0500 PKT m=+194.437123201, 127.0.0.1:8041, balance = 10 
2021-11-20 20:50:18.0625852 +0500 PKT m=+194.437126101, 127.0.0.1:8027, balance = 10 
2021-11-20 20:50:18.0625872 +0500 PKT m=+194.437128101, 127.0.0.1:8035, balance = 10 
2021-11-20 20:50:18.0625894 +0500 PKT m=+194.437130401, 127.0.0.1:8043, balance = 10 
2021-11-20 20:50:18.0625916 +0500 PKT m=+194.437132501, 127.0.0.1:8033, balance = 30 
2021-11-20 20:50:18.0625937 +0500 PKT m=+194.437134601, 127.0.0.1:8003, balance = 20 
2021-11-20 20:50:18.0625962 +0500 PKT m=+194.437137101, 127.0.0.1:8039, balance = 10 
2021-11-20 20:50:18.0625982 +0500 PKT m=+194.437139201, 127.0.0.1:8046, balance = 30 
2021-11-20 20:50:18.0626003 +0500 PKT m=+194.437141201, 127.0.0.1:8029, balance = 20 
2021-11-20 20:50:18.062602 +0500 PKT m=+194.437142901, 127.0.0.1:8044, balance = 20 
2021-11-20 20:50:18.0626036 +0500 PKT m=+194.437144601, 127.0.0.1:8049, balance = 40 
2021-11-20 20:50:28.0628701 +0500 PKT m=+204.437411001, 127.0.0.1:8038, balance = 80 
2021-11-20 20:50:28.0628811 +0500 PKT m=+204.437422101, 127.0.0.1:8042, balance = 30 
2021-11-20 20:50:28.0628843 +0500 PKT m=+204.437425301, 127.0.0.1:8032, balance = 30 
2021-11-20 20:50:28.0628871 +0500 PKT m=+204.437428001, 127.0.0.1:8028, balance = 40 
2021-11-20 20:50:28.0628887 +0500 PKT m=+204.437429601, 127.0.0.1:8012, balance = 40 
2021-11-20 20:50:28.0628949 +0500 PKT m=+204.437435801, 127.0.0.1:8019, balance = 50 
2021-11-20 20:50:28.0628965 +0500 PKT m=+204.437437401, 127.0.0.1:8020, balance = 10 
2021-11-20 20:50:28.0628989 +0500 PKT m=+204.437439801, 127.0.0.1:8036, balance = 40 
2021-11-20 20:50:28.0629006 +0500 PKT m=+204.437441501, 127.0.0.1:8017, balance = 30 
2021-11-20 20:50:28.062902 +0500 PKT m=+204.437442901, 127.0.0.1:8018, balance = 10 
2021-11-20 20:50:28.0629028 +0500 PKT m=+204.437443801, 127.0.0.1:8047, balance = 60 
2021-11-20 20:50:28.0629046 +0500 PKT m=+204.437445601, 127.0.0.1:8026, balance = 30 
2021-11-20 20:50:28.0629062 +0500 PKT m=+204.437447201, 127.0.0.1:8004, balance = 20 
2021-11-20 20:50:28.0629073 +0500 PKT m=+204.437448201, 127.0.0.1:8040, balance = 60 
2021-11-20 20:50:28.0629094 +0500 PKT m=+204.437450301, 127.0.0.1:8008, balance = 30 
2021-11-20 20:50:28.0629108 +0500 PKT m=+204.437451801, 127.0.0.1:8013, balance = 20 
2021-11-20 20:50:28.0629117 +0500 PKT m=+204.437452601, 127.0.0.1:8023, balance = 20 
2021-11-20 20:50:28.0629139 +0500 PKT m=+204.437454801, 127.0.0.1:8016, balance = 20 
2021-11-20 20:50:28.0629159 +0500 PKT m=+204.437456901, 127.0.0.1:8045, balance = 20 
2021-11-20 20:50:28.0629168 +0500 PKT m=+204.437457801, 127.0.0.1:8031, balance = 40 
2021-11-20 20:50:28.0629178 +0500 PKT m=+204.437458701, 127.0.0.1:8009, balance = 20 
2021-11-20 20:50:28.0629198 +0500 PKT m=+204.437460701, 127.0.0.1:8022, balance = 40 
2021-11-20 20:50:28.0629207 +0500 PKT m=+204.437461701, 127.0.0.1:8050, balance = 0 
2021-11-20 20:50:28.0629225 +0500 PKT m=+204.437463401, 127.0.0.1:8048, balance = 40 
2021-11-20 20:50:28.062925 +0500 PKT m=+204.437465901, 127.0.0.1:8021, balance = 50 
2021-11-20 20:50:28.0629266 +0500 PKT m=+204.437467501, 127.0.0.1:8005, balance = 20 
2021-11-20 20:50:28.0629278 +0500 PKT m=+204.437468701, 127.0.0.1:8014, balance = 10 
2021-11-20 20:50:28.0629298 +0500 PKT m=+204.437470701, 127.0.0.1:8006, balance = 30 
2021-11-20 20:50:28.0629308 +0500 PKT m=+204.437471801, 127.0.0.1:8034, balance = 30 
2021-11-20 20:50:28.0629329 +0500 PKT m=+204.437473801, 127.0.0.1:8000, balance = 40 
2021-11-20 20:50:28.0629341 +0500 PKT m=+204.437475001, 127.0.0.1:8015, balance = 30 
2021-11-20 20:50:28.0629362 +0500 PKT m=+204.437477101, 127.0.0.1:8001, balance = 40 
2021-11-20 20:50:28.0629382 +0500 PKT m=+204.437479101, 127.0.0.1:8025, balance = 40 
2021-11-20 20:50:28.0629393 +0500 PKT m=+204.437480201, 127.0.0.1:8010, balance = 30 
2021-11-20 20:50:28.0629403 +0500 PKT m=+204.437481201, 127.0.0.1:8027, balance = 10 
2021-11-20 20:50:28.0629414 +0500 PKT m=+204.437482301, 127.0.0.1:8035, balance = 10 
2021-11-20 20:50:28.0630026 +0500 PKT m=+204.437543501, 127.0.0.1:8043, balance = 20 
2021-11-20 20:50:28.0630066 +0500 PKT m=+204.437547501, 127.0.0.1:8033, balance = 50 
2021-11-20 20:50:28.0630095 +0500 PKT m=+204.437550401, 127.0.0.1:8003, balance = 50 
2021-11-20 20:50:28.0630108 +0500 PKT m=+204.437551801, 127.0.0.1:8002, balance = 20 
2021-11-20 20:50:28.0630124 +0500 PKT m=+204.437553301, 127.0.0.1:8011, balance = 50 
2021-11-20 20:50:28.0630143 +0500 PKT m=+204.437555201, 127.0.0.1:8041, balance = 30 
2021-11-20 20:50:28.0630162 +0500 PKT m=+204.437557101, 127.0.0.1:8046, balance = 30 
2021-11-20 20:50:28.0630179 +0500 PKT m=+204.437558801, 127.0.0.1:8029, balance = 20 
2021-11-20 20:50:28.0630278 +0500 PKT m=+204.437568801, 127.0.0.1:8044, balance = 20 
2021-11-20 20:50:28.0630298 +0500 PKT m=+204.437570801, 127.0.0.1:8049, balance = 60 
2021-11-20 20:50:28.0630316 +0500 PKT m=+204.437572601, 127.0.0.1:8039, balance = 20 
2021-11-20 20:50:28.0630336 +0500 PKT m=+204.437574501, 127.0.0.1:8024, balance = 10 
2021-11-20 20:50:28.0630359 +0500 PKT m=+204.437576801, 127.0.0.1:8037, balance = 20 
2021-11-20 20:50:28.0630372 +0500 PKT m=+204.437578101, 127.0.0.1:8030, balance = 10 
2021-11-20 20:50:28.0630384 +0500 PKT m=+204.437579301, 127.0.0.1:8007, balance = 20 
2021-11-20 20:50:38.0673859 +0500 PKT m=+214.441926801, 127.0.0.1:8021, balance = 50 
2021-11-20 20:50:38.0673964 +0500 PKT m=+214.441937301, 127.0.0.1:8005, balance = 20 
2021-11-20 20:50:38.0674039 +0500 PKT m=+214.441944901, 127.0.0.1:8014, balance = 10 
2021-11-20 20:50:38.0674068 +0500 PKT m=+214.441947701, 127.0.0.1:8006, balance = 30 
2021-11-20 20:50:38.0674081 +0500 PKT m=+214.441949101, 127.0.0.1:8034, balance = 30 
2021-11-20 20:50:38.0674128 +0500 PKT m=+214.441953701, 127.0.0.1:8000, balance = 40 
2021-11-20 20:50:38.067417 +0500 PKT m=+214.441957901, 127.0.0.1:8015, balance = 30 
2021-11-20 20:50:38.0674188 +0500 PKT m=+214.441959701, 127.0.0.1:8048, balance = 40 
2021-11-20 20:50:38.0674218 +0500 PKT m=+214.441962701, 127.0.0.1:8025, balance = 40 
2021-11-20 20:50:38.0674247 +0500 PKT m=+214.441965601, 127.0.0.1:8001, balance = 40 
2021-11-20 20:50:38.067426 +0500 PKT m=+214.441966901, 127.0.0.1:8010, balance = 30 
2021-11-20 20:50:38.0674279 +0500 PKT m=+214.441968801, 127.0.0.1:8035, balance = 10 
2021-11-20 20:50:38.0674304 +0500 PKT m=+214.441971401, 127.0.0.1:8043, balance = 20 
2021-11-20 20:50:38.0674316 +0500 PKT m=+214.441972501, 127.0.0.1:8033, balance = 50 
2021-11-20 20:50:38.0674332 +0500 PKT m=+214.441974101, 127.0.0.1:8003, balance = 50 
2021-11-20 20:50:38.0674353 +0500 PKT m=+214.441976201, 127.0.0.1:8002, balance = 20 
2021-11-20 20:50:38.0674363 +0500 PKT m=+214.441977201, 127.0.0.1:8011, balance = 50 
2021-11-20 20:50:38.0674409 +0500 PKT m=+214.441981801, 127.0.0.1:8041, balance = 30 
2021-11-20 20:50:38.0674431 +0500 PKT m=+214.441984101, 127.0.0.1:8027, balance = 10 
2021-11-20 20:50:38.0674445 +0500 PKT m=+214.441985401, 127.0.0.1:8029, balance = 20 
2021-11-20 20:50:38.0674457 +0500 PKT m=+214.441986601, 127.0.0.1:8044, balance = 20 
2021-11-20 20:50:38.0674474 +0500 PKT m=+214.441988301, 127.0.0.1:8049, balance = 60 
2021-11-20 20:50:38.0674499 +0500 PKT m=+214.441990801, 127.0.0.1:8039, balance = 20 
2021-11-20 20:50:38.0674523 +0500 PKT m=+214.441993301, 127.0.0.1:8046, balance = 30 
2021-11-20 20:50:38.0674544 +0500 PKT m=+214.441995301, 127.0.0.1:8037, balance = 20 
2021-11-20 20:50:38.0674555 +0500 PKT m=+214.441996501, 127.0.0.1:8030, balance = 10 
2021-11-20 20:50:38.0674616 +0500 PKT m=+214.442002601, 127.0.0.1:8007, balance = 20 
2021-11-20 20:50:38.0674645 +0500 PKT m=+214.442005401, 127.0.0.1:8024, balance = 10 
2021-11-20 20:50:38.067466 +0500 PKT m=+214.442006901, 127.0.0.1:8042, balance = 30 
2021-11-20 20:50:38.0674684 +0500 PKT m=+214.442009301, 127.0.0.1:8032, balance = 30 
2021-11-20 20:50:38.06747 +0500 PKT m=+214.442010901, 127.0.0.1:8028, balance = 40 
2021-11-20 20:50:38.0674737 +0500 PKT m=+214.442014601, 127.0.0.1:8012, balance = 40 
2021-11-20 20:50:38.0674778 +0500 PKT m=+214.442018701, 127.0.0.1:8019, balance = 50 
2021-11-20 20:50:38.0674792 +0500 PKT m=+214.442020101, 127.0.0.1:8038, balance = 80 
2021-11-20 20:50:38.0674807 +0500 PKT m=+214.442021601, 127.0.0.1:8036, balance = 40 
2021-11-20 20:50:38.0674822 +0500 PKT m=+214.442023201, 127.0.0.1:8017, balance = 30 
2021-11-20 20:50:38.0674921 +0500 PKT m=+214.442033101, 127.0.0.1:8018, balance = 10 
2021-11-20 20:50:38.0674934 +0500 PKT m=+214.442034401, 127.0.0.1:8047, balance = 60 
2021-11-20 20:50:38.0674964 +0500 PKT m=+214.442037401, 127.0.0.1:8026, balance = 30 
2021-11-20 20:50:38.0674993 +0500 PKT m=+214.442040201, 127.0.0.1:8004, balance = 20 
2021-11-20 20:50:38.0675017 +0500 PKT m=+214.442042601, 127.0.0.1:8040, balance = 60 
2021-11-20 20:50:38.0675067 +0500 PKT m=+214.442047601, 127.0.0.1:8020, balance = 10 
2021-11-20 20:50:38.0675097 +0500 PKT m=+214.442050701, 127.0.0.1:8013, balance = 20 
2021-11-20 20:50:38.0675134 +0500 PKT m=+214.442054301, 127.0.0.1:8008, balance = 30 
2021-11-20 20:50:38.0675146 +0500 PKT m=+214.442055501, 127.0.0.1:8016, balance = 20 
2021-11-20 20:50:38.0675183 +0500 PKT m=+214.442059201, 127.0.0.1:8045, balance = 20 
2021-11-20 20:50:38.0675196 +0500 PKT m=+214.442060501, 127.0.0.1:8031, balance = 40 
2021-11-20 20:50:38.0675234 +0500 PKT m=+214.442064301, 127.0.0.1:8009, balance = 20 
2021-11-20 20:50:38.0675265 +0500 PKT m=+214.442067401, 127.0.0.1:8022, balance = 40 
2021-11-20 20:50:38.0675285 +0500 PKT m=+214.442069501, 127.0.0.1:8050, balance = 0 
2021-11-20 20:50:38.0675303 +0500 PKT m=+214.442071201, 127.0.0.1:8023, balance = 20 
2021-11-20 20:50:48.0683466 +0500 PKT m=+224.442887601, 127.0.0.1:8030, balance = 10 
2021-11-20 20:50:48.0683586 +0500 PKT m=+224.442899601, 127.0.0.1:8007, balance = 20 
2021-11-20 20:50:48.0683734 +0500 PKT m=+224.442914401, 127.0.0.1:8024, balance = 30 
2021-11-20 20:50:48.0683797 +0500 PKT m=+224.442920601, 127.0.0.1:8037, balance = 20 
2021-11-20 20:50:48.0683831 +0500 PKT m=+224.442924001, 127.0.0.1:8032, balance = 30 
2021-11-20 20:50:48.0683879 +0500 PKT m=+224.442928801, 127.0.0.1:8028, balance = 40 
2021-11-20 20:50:48.0683916 +0500 PKT m=+224.442932501, 127.0.0.1:8012, balance = 40 
2021-11-20 20:50:48.0683946 +0500 PKT m=+224.442935501, 127.0.0.1:8019, balance = 60 
2021-11-20 20:50:48.068399 +0500 PKT m=+224.442940001, 127.0.0.1:8038, balance = 80 
2021-11-20 20:50:48.0684019 +0500 PKT m=+224.442942901, 127.0.0.1:8042, balance = 30 
2021-11-20 20:50:48.0684046 +0500 PKT m=+224.442945501, 127.0.0.1:8017, balance = 30 
2021-11-20 20:50:48.0684076 +0500 PKT m=+224.442948501, 127.0.0.1:8018, balance = 10 
2021-11-20 20:50:48.0684101 +0500 PKT m=+224.442951001, 127.0.0.1:8047, balance = 70 
2021-11-20 20:50:48.0684125 +0500 PKT m=+224.442953401, 127.0.0.1:8026, balance = 30 
2021-11-20 20:50:48.0684146 +0500 PKT m=+224.442955601, 127.0.0.1:8004, balance = 20 
2021-11-20 20:50:48.0684176 +0500 PKT m=+224.442958601, 127.0.0.1:8040, balance = 60 
2021-11-20 20:50:48.0684194 +0500 PKT m=+224.442960401, 127.0.0.1:8020, balance = 10 
2021-11-20 20:50:48.0684215 +0500 PKT m=+224.442962401, 127.0.0.1:8036, balance = 40 
2021-11-20 20:50:48.0684247 +0500 PKT m=+224.442965701, 127.0.0.1:8013, balance = 30 
2021-11-20 20:50:48.0684263 +0500 PKT m=+224.442967301, 127.0.0.1:8008, balance = 30 
2021-11-20 20:50:48.0684285 +0500 PKT m=+224.442969401, 127.0.0.1:8045, balance = 20 
2021-11-20 20:50:48.0684316 +0500 PKT m=+224.442972601, 127.0.0.1:8031, balance = 40 
2021-11-20 20:50:48.068433 +0500 PKT m=+224.442973901, 127.0.0.1:8009, balance = 20 
2021-11-20 20:50:48.0684356 +0500 PKT m=+224.442976501, 127.0.0.1:8022, balance = 40 
2021-11-20 20:50:48.0684378 +0500 PKT m=+224.442978701, 127.0.0.1:8050, balance = 0 
2021-11-20 20:50:48.0684394 +0500 PKT m=+224.442980301, 127.0.0.1:8023, balance = 30 
2021-11-20 20:50:48.0684407 +0500 PKT m=+224.442981701, 127.0.0.1:8016, balance = 20 
2021-11-20 20:50:48.0684448 +0500 PKT m=+224.442985701, 127.0.0.1:8005, balance = 20 
2021-11-20 20:50:48.0684463 +0500 PKT m=+224.442987201, 127.0.0.1:8014, balance = 10 
2021-11-20 20:50:48.0684475 +0500 PKT m=+224.442988401, 127.0.0.1:8006, balance = 40 
2021-11-20 20:50:48.0684513 +0500 PKT m=+224.442992201, 127.0.0.1:8034, balance = 40 
2021-11-20 20:50:48.0684525 +0500 PKT m=+224.442993501, 127.0.0.1:8000, balance = 50 
2021-11-20 20:50:48.0684554 +0500 PKT m=+224.442996301, 127.0.0.1:8015, balance = 30 
2021-11-20 20:50:48.0684751 +0500 PKT m=+224.443016101, 127.0.0.1:8048, balance = 50 
2021-11-20 20:50:48.0684784 +0500 PKT m=+224.443019401, 127.0.0.1:8021, balance = 50 
2021-11-20 20:50:48.0684804 +0500 PKT m=+224.443021401, 127.0.0.1:8025, balance = 50 
2021-11-20 20:50:48.0684869 +0500 PKT m=+224.443027801, 127.0.0.1:8001, balance = 40 
2021-11-20 20:50:48.0684884 +0500 PKT m=+224.443029301, 127.0.0.1:8010, balance = 40 
2021-11-20 20:50:48.0684919 +0500 PKT m=+224.443032801, 127.0.0.1:8043, balance = 20 
2021-11-20 20:50:48.0684937 +0500 PKT m=+224.443034601, 127.0.0.1:8033, balance = 50 
2021-11-20 20:50:48.0684953 +0500 PKT m=+224.443036201, 127.0.0.1:8003, balance = 50 
2021-11-20 20:50:48.0684974 +0500 PKT m=+224.443038401, 127.0.0.1:8002, balance = 40 
2021-11-20 20:50:48.0685011 +0500 PKT m=+224.443042001, 127.0.0.1:8011, balance = 50 
2021-11-20 20:50:48.0685023 +0500 PKT m=+224.443043301, 127.0.0.1:8041, balance = 30 
2021-11-20 20:50:48.0685099 +0500 PKT m=+224.443050801, 127.0.0.1:8027, balance = 20 
2021-11-20 20:50:48.0685114 +0500 PKT m=+224.443052401, 127.0.0.1:8035, balance = 10 
2021-11-20 20:50:48.068515 +0500 PKT m=+224.443055901, 127.0.0.1:8044, balance = 20 
2021-11-20 20:50:48.0685163 +0500 PKT m=+224.443057201, 127.0.0.1:8049, balance = 70 
2021-11-20 20:50:48.0685186 +0500 PKT m=+224.443059601, 127.0.0.1:8039, balance = 20 
2021-11-20 20:50:48.0685217 +0500 PKT m=+224.443062601, 127.0.0.1:8046, balance = 50 
2021-11-20 20:50:48.0685232 +0500 PKT m=+224.443064201, 127.0.0.1:8029, balance = 20 
2021-11-20 20:50:58.069182 +0500 PKT m=+234.443723001, 127.0.0.1:8034, balance = 40 
2021-11-20 20:50:58.0692076 +0500 PKT m=+234.443748601, 127.0.0.1:8000, balance = 50 
2021-11-20 20:50:58.0692188 +0500 PKT m=+234.443759801, 127.0.0.1:8015, balance = 30 
2021-11-20 20:50:58.0692237 +0500 PKT m=+234.443764701, 127.0.0.1:8048, balance = 50 
2021-11-20 20:50:58.0692283 +0500 PKT m=+234.443769301, 127.0.0.1:8021, balance = 50 
2021-11-20 20:50:58.0692495 +0500 PKT m=+234.443790401, 127.0.0.1:8005, balance = 20 
2021-11-20 20:50:58.0692554 +0500 PKT m=+234.443796301, 127.0.0.1:8014, balance = 10 
2021-11-20 20:50:58.069259 +0500 PKT m=+234.443800001, 127.0.0.1:8006, balance = 40 
2021-11-20 20:50:58.069265 +0500 PKT m=+234.443806001, 127.0.0.1:8025, balance = 50 
2021-11-20 20:50:58.0692702 +0500 PKT m=+234.443811201, 127.0.0.1:8001, balance = 40 
2021-11-20 20:50:58.0692739 +0500 PKT m=+234.443814801, 127.0.0.1:8010, balance = 40 
2021-11-20 20:50:58.0692806 +0500 PKT m=+234.443821501, 127.0.0.1:8002, balance = 40 
2021-11-20 20:50:58.0692854 +0500 PKT m=+234.443826401, 127.0.0.1:8011, balance = 50 
2021-11-20 20:50:58.0692888 +0500 PKT m=+234.443829801, 127.0.0.1:8041, balance = 30 
2021-11-20 20:50:58.0692947 +0500 PKT m=+234.443835701, 127.0.0.1:8027, balance = 20 
2021-11-20 20:50:58.0693001 +0500 PKT m=+234.443841001, 127.0.0.1:8035, balance = 10 
2021-11-20 20:50:58.0693037 +0500 PKT m=+234.443844701, 127.0.0.1:8043, balance = 20 
2021-11-20 20:50:58.0693098 +0500 PKT m=+234.443850701, 127.0.0.1:8033, balance = 50 
2021-11-20 20:50:58.0693149 +0500 PKT m=+234.443855901, 127.0.0.1:8003, balance = 50 
2021-11-20 20:50:58.0693172 +0500 PKT m=+234.443858201, 127.0.0.1:8039, balance = 20 
2021-11-20 20:50:58.0693195 +0500 PKT m=+234.443860401, 127.0.0.1:8046, balance = 50 
2021-11-20 20:50:58.0693226 +0500 PKT m=+234.443863601, 127.0.0.1:8029, balance = 20 
2021-11-20 20:50:58.0693249 +0500 PKT m=+234.443865901, 127.0.0.1:8044, balance = 20 
2021-11-20 20:50:58.0693284 +0500 PKT m=+234.443869401, 127.0.0.1:8049, balance = 70 
2021-11-20 20:50:58.0693328 +0500 PKT m=+234.443873801, 127.0.0.1:8007, balance = 20 
2021-11-20 20:50:58.0693352 +0500 PKT m=+234.443876201, 127.0.0.1:8024, balance = 30 
2021-11-20 20:50:58.0693377 +0500 PKT m=+234.443878701, 127.0.0.1:8037, balance = 20 
2021-11-20 20:50:58.0693418 +0500 PKT m=+234.443882801, 127.0.0.1:8030, balance = 10 
2021-11-20 20:50:58.0693443 +0500 PKT m=+234.443885201, 127.0.0.1:8019, balance = 60 
2021-11-20 20:50:58.0693474 +0500 PKT m=+234.443888401, 127.0.0.1:8038, balance = 80 
2021-11-20 20:50:58.0693543 +0500 PKT m=+234.443895301, 127.0.0.1:8042, balance = 30 
2021-11-20 20:50:58.0693565 +0500 PKT m=+234.443897401, 127.0.0.1:8032, balance = 30 
2021-11-20 20:50:58.069361 +0500 PKT m=+234.443902001, 127.0.0.1:8028, balance = 40 
2021-11-20 20:50:58.0693633 +0500 PKT m=+234.443904201, 127.0.0.1:8012, balance = 40 
2021-11-20 20:50:58.0693656 +0500 PKT m=+234.443906601, 127.0.0.1:8026, balance = 30 
2021-11-20 20:50:58.0693679 +0500 PKT m=+234.443908801, 127.0.0.1:8004, balance = 20 
2021-11-20 20:50:58.0693743 +0500 PKT m=+234.443915301, 127.0.0.1:8040, balance = 60 
2021-11-20 20:50:58.0693766 +0500 PKT m=+234.443917601, 127.0.0.1:8020, balance = 10 
2021-11-20 20:50:58.0693803 +0500 PKT m=+234.443921301, 127.0.0.1:8036, balance = 40 
2021-11-20 20:50:58.069383 +0500 PKT m=+234.443924001, 127.0.0.1:8017, balance = 30 
2021-11-20 20:50:58.0693867 +0500 PKT m=+234.443927701, 127.0.0.1:8018, balance = 10 
2021-11-20 20:50:58.0693908 +0500 PKT m=+234.443931701, 127.0.0.1:8047, balance = 70 
2021-11-20 20:50:58.0693947 +0500 PKT m=+234.443935601, 127.0.0.1:8013, balance = 30 
2021-11-20 20:50:58.0693979 +0500 PKT m=+234.443938901, 127.0.0.1:8008, balance = 30 
2021-11-20 20:50:58.0694012 +0500 PKT m=+234.443942201, 127.0.0.1:8022, balance = 40 
2021-11-20 20:50:58.0694046 +0500 PKT m=+234.443945501, 127.0.0.1:8050, balance = 0 
2021-11-20 20:50:58.0694087 +0500 PKT m=+234.443949601, 127.0.0.1:8023, balance = 30 
2021-11-20 20:50:58.0694117 +0500 PKT m=+234.443952701, 127.0.0.1:8016, balance = 20 
2021-11-20 20:50:58.0694159 +0500 PKT m=+234.443956801, 127.0.0.1:8045, balance = 20 
2021-11-20 20:50:58.0694205 +0500 PKT m=+234.443961501, 127.0.0.1:8031, balance = 40 
2021-11-20 20:50:58.0694232 +0500 PKT m=+234.443964101, 127.0.0.1:8009, balance = 20 
2021-11-20 20:51:08.0698908 +0500 PKT m=+244.444431701, 127.0.0.1:8039, balance = 20 
2021-11-20 20:51:08.0699064 +0500 PKT m=+244.444447401, 127.0.0.1:8046, balance = 50 
2021-11-20 20:51:08.0699108 +0500 PKT m=+244.444451801, 127.0.0.1:8029, balance = 20 
2021-11-20 20:51:08.0699139 +0500 PKT m=+244.444454901, 127.0.0.1:8044, balance = 20 
2021-11-20 20:51:08.0699176 +0500 PKT m=+244.444458601, 127.0.0.1:8049, balance = 100 
2021-11-20 20:51:08.0699344 +0500 PKT m=+244.444475401, 127.0.0.1:8007, balance = 20 
2021-11-20 20:51:08.0699387 +0500 PKT m=+244.444479701, 127.0.0.1:8024, balance = 30 
2021-11-20 20:51:08.0699412 +0500 PKT m=+244.444482201, 127.0.0.1:8037, balance = 20 
